Key,Source,Context,Changes,English,Russian
gunRifleT2MarksmanRifleDesc,items,item,New,"This marksman's rifle uses 7.62mm ammo and is your first choice if you want to make that shot count.\n\nRepair with a Rifle Repair Kit.\nScrap to Rifle parts.","Снайперская винтовка использует патроны калибра 7,62 мм. Это лучший выбор, если вы хотите сэкономить патроны.\n\nРемонтируется с помощью Ремкоплекта для винтовки.\nРазбирается на части ружья."
gunRifleT1HuntingRifleDesc,items,item,New,"This common farmer's hunting rifle uses 7.62mm ammo.\n\nRepair with a Rifle Repair Kit.\nScrap to Rifle parts.","Распространенное среди фермеров охотничье ружье использует патроны калибра 7,62 мм.\n\nРемонтируется с помощью Ремкоплекта для винтовки.\nРазбирается на части ружья."

gunShotgunT3AutoShotgunDesc,items,item,New,"This semi automatic shotgun is a rare and devasting short range weapon capable of making minced meat out of anything in its path.\n\nRepair with a Shotgun Repair Kit.\nScrap to Shotgun Parts.","Полуавтоматический дробовик редкое и разрушительное на коротких дистанциях оружие, способное превратить в фарш всё на своем пути.\n\nРемонтируется с помощью Ремкомплекта для дробовика.\nРазбирается на части дробовика."
gunShotgunT2PumpShotgunDesc,items,item,New,"A long-barreled shotgun with pump action loading .\n\nRepair with a Shotgun Repair Kit.\nScrap to Shotgun Parts.","Длинноствольный помповый дробовик.\n\nРемонтируется с помощью Ремкомплекта для дробовика.\nРазбирается на части дробовика."
gunShotgunT1DoubleBarrelDesc,items,item,New,"A rusty old double barrel shotgun, great for close range carnage.\n\nRepair with a Shotgun Repair Kit.\nScrap to Shotgun Parts.","Старая ржавая двустволка идеальна для кровопролития на коротких дистанциях.\n\nРемонтируется с помощью Ремкомплекта для дробовика.\nРазбирается на части дробовика."

gunBowT1IronCrossbowDesc,items,item,New,"A crossbow is slow to reload but does more damage than a bow.\nThis weapon can be fired underwater.\nHold reload to use alternate ammo.\nRepair with a Bow & Crossbow Repair Kit.\nScrap to Bow / Crossbow Parts.","Арбалет медленнее перезаряжается, но наносит больше урона, чем лук.\nЭто оружие может стрелять под водой.\nУдерживайте клавишу перезарядки, чтобы сменить тип боеприпаса.\nРемонтируется с помощью Ремкоплект для лука и арбалета.\nРазбирается части лука / арбалета"
gunBowT1WoodenBowDesc,items,item,New,"Good for hunting and killing zombies. Uses arrows for ammunition.\nHold reload to use alternate ammo.\n\nRepair with a Bow & Crossbow Repair Kit.\nScrap to Bow / Crossbow Parts.","Хорош для охоты или отстрела зомби. В качестве боеприпасов использует стрелы.\nУдерживайте клавишу перезарядки, чтобы сменить тип боеприпаса.\n\nРемонтируется с помощью Ремкоплект для лука и арбалета.\nРазбирается части лука/ арбалета."
gunBowT3CompoundBowDesc,items,item,New,"A compound bow does more damage and arrows fly straighter which makes it easier to aim.\n\nRepair with a Bow & Crossbow Repair Kit.\nScrap to Bow / Crossbow Parts.","Композитный лук наносит больший урон, стрелы летят ровнее, что упрощает прицеливание.\n\nРемонтируется с помощью Ремкоплект для лука и арбалета.\nРазбирается на части лука/арбалета."

gunBotT1JunkSledgeDesc,items,item,New,"You may not be good at punching but you have the technology.\nYou can also deploy this on the ground using the Secondary action.\nRepair with a Turrets Repair Kit.\nScrap to Robotics Parts.","Может быть, вы не сильны в кулачном бою, зато разбираетесь в технике.\nЕго можно установить на землю с помощью дополнительного действия.\nРемонтируется с помощью Ремкоплекта для туррели.\nРазбирается на роботизированные части."
gunBotT2JunkTurretDesc,items,item,New,"This contraption can be fired and reloaded like a gun. It uses Robotic Turret Ammo for ammunition.\nYou can also deploy it on the ground using the Secondary action.\nRepair with a  Turrets Repair Kit.\nScrap to Robotics Parts.","Из этой штуки можно стрелять. Перезаряжается как винтовка. В качестве боеприпасов использует патроны для роботизированной пушки.\nМожно установить на землю с помощью дополнительного действия.\nРемонтируется с помощью Ремкоплекта для туррели.\nРазбирается на части роботизированной пушки."

meleeWpnBatonT2StunBatonDesc,items,item,New,"Goes zap.\n\nRepair with a Stun Baton parts.\nScrap to Stun Baton parts.","Электрошокер.\n\nРемонтируется с помощью частей оглушающего жезла.\nРазбирается на части оглушающего жезла."

meleeWpnBladeT3MacheteDesc,items,item,New,"Great for chopping zombies and sometimes trees and gutting animals for meat.\nRegular attacks cause 1 Bleeding Wound and power attacks at least 2.\nRepair with a Machete parts.\nScrap to Machete parts.","Незаменим для рубки зомби, временами – деревьев, и разделки животных на мясо.\nОбычная атака наносит 1 кровоточащую рану, силовая – как минимум 2.\nРемонтируется с помощью частей мачете.\nРазбирается на части мачете."

meleeWpnSpearT3SteelSpearDesc,items,item,New,"Spears have more range than other weapons and can also be thrown.\n\nRepair with a Steel Spear parts.\nScrap to Steel Spear parts.","Позволяет держать врагов на некоторой дистанции, а еще его можно метнуть.\n\nРемонтируется с помощью частей стального копья.\nРазбирается на части стального копья."

meleeWpnKnucklesT3SteelKnucklesDesc,items,item,New,"Protect your hands and put some weight into those swings. These blades can also be useful for gutting animals.\n\nRepair with a Steel Knuckles parts.\nScrap to Steel Knuckles parts.","Защищает кисти рук и добавляет веса при ударах. Его лезвиями удобно потрошить животных.\n\nРемонтируется с помощью частей стального кастета.\nРазбирается на части стального кастета."

meleeWpnClubT3SteelClubDesc,items,item,New,"Steel clubs are very durable and hard-hitting.\n\nRepair with a Steel Club Parts.\nScrap to Steel Club Parts.","Очень прочная стальная дубина, способная наносить мощные удары.\n\nРемонтируется с помощью частей стальной дубины.\nРазбирается на части стальной дубины."

meleeWpnSledgeT3SteelSledgehammerDesc,items,item,New,"The sledgehammer is one of the best weapons for cracking skulls.\n\nRepair with a Sledgehammer parts.\nScrap to Steel Sledgehammer parts.","Кувалды, пожалуй, лучшее оружие для того, чтобы дробить головы.\n\nРемонтируется с помощью частей стальной кувалды.\nРазбирается на части стальной кувалды."

meleeToolAxeT2SteelAxeDesc,items,item,New,"The steel axe has a durable blade and is great for harvesting wood.\n\nRepair with a Steel Tool Repair Kit.\nScrap to Steel Tool parts.","Стальной топор имеет более прочное лезвие и отлично подходит для добычи дерева.\n\nРемонтируется с помощью Ремкоплекта для стального инструмента.\nРазбирается на части стального инструмента."

meleeToolSalvageT2RatchetDesc,items,item,New,"Great for disassembling mechanical devices like cars, air conditioners and more.\n\nRepair with a Steel Tool Repair Kit.\nScrap to Steel Tool Parts.","Отлично подходит для разбора механических устройств вроде машин, кондиционеров и тому подобного.\n\nРемонтируется с помощью Ремкоплекта для стального инструмента.\nРазбирается на части стального инструмента."
meleeToolShovelT2SteelShovelDesc,items,item,New,"The steel shovel is very durable and the ideal tool for digging through earth, sand or snow.\n\nRepair with a Steel Tool Repair Kit.\nScrap to Steel Tool parts.","Стальная лопата — очень прочная, идеально подходит для того, чтобы копать землю, песок, снег.\n\nРемонтируется с помощью Ремкоплекта для стального инструмента.\nРазбирается на части стального инструмента."
meleeToolPickT2SteelPickaxeDesc,items,item,New,"The steel pickaxe is best for breaking stone and harvesting minerals.\n\nRepair with a Steel Tool Repair Kit.\nScrap to Steel Tool parts.","Стальная кирка лучше всего подходит для дробления камня и добычи полезных ископаемых.\n\nРемонтируется с помощью Ремкоплекта для стального инструмента.\nРазбирается на части стального инструмента."

armorSteelGroupDesc,items,item,New,"Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Heavy Armor Repair Kit.\nScrap to steel armor parts.","Тяжелая броня будет стеснять ваши движения, но она обеспечивает надежную защиту от повреждений.\nНе защищает от погодных условий.\n\nРемонтируется с помощью Ремкоплекта для тяжелой брони.\nРазбирается на части стальной брони."
armorMilitaryGroupDesc,items,item,New,"Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Light Armor Repair Kit.\nScrap to military armor parts.","Легкая броня будет немного стеснять ваши движения и обеспечит определенную защиту от повреждений.\nНе защищает от погодных условий.\n\nРемонтируется с помощью Ремкоплект для легкой брони.\nРазбирается на части армейской брони."

armorClothGroupDesc,items,item,New,"Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Cloth.\nScrap to cloth.","Легкая броня будет немного стеснять ваши движения и обеспечит определенную защиту от повреждений.\nНе защищает от погодных условий.\n\nРемонтируется с помощью ткани.\nРазбирается на ткань."

armorHeavyGroupDesc,items,item,New,"Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Iron.\nScrap to Iron.","Тяжелая броня будет стеснять ваши движения, но обеспечит надежную защиту от повреждений.\nНе защищает от погодных условий.\n\nРемонтируется с помощью железа.\nРазбирается на железо."

armorLeatherGroupDesc,items,item,New,"Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Leather.\nScrap to leather.","Легкая броня будет немного стеснять ваши движения и обеспечит определенную защиту от повреждений.\nНе защищает от погодных условий.\n\nРемонтируется с помощью кожи.\nРазбирается на кожу."

meleeToolSalvageT3ImpactDriverDesc,items,item,New,"Great for disassembling mechanical devices like cars, air conditioners and more.\n\nRepair with a Electric Tool Repair Kit.\nScrap to Motor Tool Parts.","Отлично подходит для разбора механических устройств вроде машин, кондиционеров и тому подобного.\n\nРемонтируется с помощью Ремкоплекта для электроинструмента.\nРазбирается на части бензоинструмента."
meleeToolPickT3AugerDesc,items,item,New,"Rock out with your auger out and be the envy of every miner when they see you sporting this sexy gas-powered auger.\n\nRepair with a Electric Tool Repair Kit.\nScrap to Motor Tool Parts.","Отрывайтесь с этим прекрасным буром, заставьте других шахтеров вам завидовать при одном взгляде на этот пленительный бензиновый бур у вас в руках.\n\nРемонтируется с помощью Ремкоплекта для электроинструмента.\nРазбирается на части бензоинструмента"
meleeToolAxeT3ChainsawDesc,items,item,New,"Chop down the biggest trees or zombies faster than Paul Bunyan with this great chainsaw that uses gasoline for fuel.\n\nRepair with a Electric Tool Repair Kit.\nScrap to Motor Tool Parts.","С этой чудесной бензопилой можно валить огромные деревья или зомби быстрее, чем Пол Баньян.\n\nРемонтируется с помощью Ремкоплекта для электроинструмента.\nРазбирается на части бензоинструмента."



